3,Nonalcoholic beverages and beverage materials,0.975,168.401,168.187,168.771,0.2,0.3,0.6,-0.3,0.3
3,Other food at home,2.027,208.648,209.743,211.009,1.1,0.6,-0.1,0.4,0.5
2,Food away from home(1),5.785,254.727,260.883,261.517,2.7,0.2,0.1,0.2,0.2
,,,,,,,,,,
1,Energy,6.609,203.715,179.017,185.652,-8.9,3.7,-6,0.9,3.4
2,Energy commodities,3.04,220.732,174.5,189.322,-14.2,8.5,-12.5,1.9,7.8
3,Fuel oil(1),0.085,270.85,192.617,196.349,-27.5,1.9,-2.9,1.7,1.9
3,Motor fuel,2.87,216.595,171.05,186.428,-13.9,9,-12.9,2.2,8
4,Gasoline (all types),2.828,215.461,170.356,185.808,-13.8,9.1,-13,2.2,8.1
2,Energy services(2),3.569,196.502,191.203,190.495,-3.1,-0.4,0.1,0.2,-0.1
3,Electricity(2),2.824,206.179,202.487,201.778,-2.1,-0.4,-0.2,0.4,-0.3
3,Utility (piped) gas service(2),0.746,164.839,154.822,154.13,-6.5,-0.4,1,-0.7,0.6
,,,,,,,,,,
1,All items less food and energy,79.466,241.802,246.358,246.992,2.1,0.3,0.3,0.1,0.2
2,Commodities less food and energy commodities,19.73,147.303,146.367,146.565,-0.5,0.1,0.3,-0.2,-0.1
3,Apparel,3.196,128.593,127.427,127.77,-0.6,0.3,1.6,-1.1,-0.3
3,New vehicles,3.753,147.844,148.227,147.895,0,-0.2,0.2,0,-0.3
3,Used cars and trucks,2.141,149.788,146.178,147.489,-1.5,0.9,0.2,-0.1,-0.3
3,Medical care commodities,1.831,354.339,362.386,363.843,2.7,0.4,0.6,0.3,0.5
3,Alcoholic beverages,0.96,239.237,242.23,242.407,1.3,0.1,0.2,0,0.2
3,Tobacco and smoking products,0.653,917.843,953.512,952.185,3.7,-0.1,0.2,0.5,0.1
2,Services less energy services,59.737,299.544,307.703,308.619,3,0.3,0.3,0.2,0.3
3,Shelter,33.253,276.978,285.196,285.836,3.2,0.2,0.3,0.2,0.3
4,Rent of primary residence(2),7.741,283.598,293.489,294.175,3.7,0.2,0.3,0.3,0.3
4,Owners' equivalent rent of residences(2)(3),24.225,283.92,292.08,292.855,3.1,0.3,0.3,0.2,0.3
3,Medical care services,6.626,476.163,489.52,490.848,3.1,0.3,0.5,0.1,0.3
4,Physicians' services(2),1.681,365.146,372.672,372.961,2.1,0.1,0.3,0.2,-0.1
4,Hospital services(2)(4),2.219,291.775,300.303,300.733,3.1,0.1,0.5,-0.2,0.3
3,Transportation services,5.882,289.971,296.363,299.635,3.3,1.1,0.2,0.2,0.7
4,Motor vehicle maintenance and repair(1),1.164,269.948,273.98,274.864,1.8,0.3,0,0.3,0.3
4,Motor vehicle insurance,2.385,456.564,478.644,483.823,6,1.1,0.4,0.6,1.2
4,Airline fare,0.676,294.603,283.584,295.909,0.4,4.3,0.1,-0.9,1.1
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Jul.
2016",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Aug.
2015","Jul.
2016","Aug.
2016","Aug.
2015-
Aug.
2016","Jul.
2016-
Aug.
2016","May
2016-
Jun.
2016","Jun.
2016-
Jul.
2016","Jul.
2016-
Aug.
2016"
,,,,,,,,,,
0,All items,100,238.316,240.647,240.853,1.1,0.1,0.2,0,0.2
1,Food,13.756,247.671,247.554,247.719,0,0.1,-0.1,0,0
2,Food at home,7.983,242.746,238.207,238.088,-1.9,0,-0.3,-0.2,-0.2
3,Cereals and bakery products,1.08,274.968,273.418,273.104,-0.7,-0.1,0.1,-0.2,0
3,"Meats, poultry, fish, and eggs",1.783,263.601,246.875,246.547,-6.5,-0.1,-0.7,-0.6,-0.4
3,Dairy and related products,0.808,220.716,214.605,215.506,-2.4,0.4,-0.3,-0.4,0
3,Fruits and vegetables,1.343,291.344,291.96,292.156,0.3,0.1,-0.1,0.3,0
3,Nonalcoholic beverages and beverage materials,0.956,168.017,166.648,167.044,-0.6,0.2,-0.7,0.3,-0.1
3,Other food at home,2.013,209.892,210.486,209.761,-0.1,-0.3,0,-0.2,-0.2
2,Food away from home(1),5.772,256.449,263.051,263.649,2.8,0.2,0.2,0.2,0.2
,,,,,,,,,,
1,Energy,7.158,213.248,195.94,193.524,-9.2,-1.2,1.3,-1.6,0
2,Energy commodities,3.43,233.619,198.978,193.119,-17.3,-2.9,3.3,-4.4,-0.9
3,Fuel oil(1),0.093,237.58,212.482,207.143,-12.8,-2.5,3.3,-1.3,-2.5
3,Motor fuel,3.255,231.305,196.053,190.209,-17.8,-3,3.3,-4.6,-0.9
4,Gasoline (all types),3.207,230.513,195.243,189.375,-17.8,-3,3.3,-4.7,-0.9
2,Energy services(2),3.728,203.246,201.832,202.521,-0.4,0.3,-0.5,1,0.8
3,Electricity(2),2.956,215.786,214.193,214.222,-0.7,0,-0.5,0.5,0.5
3,Utility (piped) gas service(2),0.773,162.885,162.129,164.715,1.1,1.6,-0.4,3.1,2.1
,,,,,,,,,,
1,All items less food and energy,79.086,242.651,247.768,248.284,2.3,0.2,0.2,0.1,0.3
2,Commodities less food and energy commodities,19.326,145.808,144.883,145.151,-0.5,0.2,-0.2,-0.1,0.1
3,Apparel,3.054,124.547,123.03,124.871,0.3,1.5,-0.4,0,0.2
3,New vehicles,3.686,146.704,147.119,146.713,0,-0.3,-0.2,0.2,0
3,Used cars and trucks,2.108,150.908,145.457,144.858,-4,-0.4,-1.1,-1,-0.6
3,Medical care commodities,1.841,356.334,368.147,372.393,4.5,1.2,1.1,0.4,1.1
3,Alcoholic beverages,0.949,239.313,242.032,242.009,1.1,0,0.1,-0.1,0
3,Tobacco and smoking products,0.653,939.082,962.63,969.004,3.2,0.7,0.6,-0.5,0.7
2,Services less energy services,59.761,301.963,311.076,311.749,3.2,0.2,0.3,0.2,0.3
3,Shelter,33.32,280.093,288.78,289.605,3.4,0.3,0.3,0.2,0.3
4,Rent of primary residence(2),7.748,287.068,296.862,297.916,3.8,0.4,0.4,0.3,0.3
4,Owners' equivalent rent of residences(2)(3),24.257,287.026,295.554,296.521,3.3,0.3,0.3,0.3,0.3
3,Medical care services,6.637,475.189,495.492,499.217,5.1,0.8,0.2,0.5,0.9
4,Physicians' services(2),1.696,366.365,380.083,382.156,4.3,0.5,0.3,0.7,0.7
4,Hospital services(2)(4),2.21,288.181,302.161,305.972,6.2,1.3,0.1,0.4,1.7
3,Transportation services,5.908,289.798,300.823,298.876,3.1,-0.6,0.3,-0.2,0.1
4,Motor vehicle maintenance and repair(1),1.16,270.838,276.058,275.923,1.9,0,0.1,0.2,0
4,Motor vehicle insurance,2.411,461.046,489.064,491.047,6.5,0.4,0.2,0.4,0.5
4,Airline fare,0.669,277.768,283.501,268.04,-3.5,-5.5,1.6,-4.9,-0.1
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Jun.
2016",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Jul.
2015","Jun.
2016","Jul.
2016","Jul.
2015-
Jul.
2016","Jun.
2016-
Jul.
2016","Apr.
2016-
May
2016","May
2016-
Jun.
2016","Jun.
2016-
Jul.
2016"
,,,,,,,,,,
0,All items,100,238.654,241.038,240.647,0.8,-0.2,0.2,0.2,0
1,Food,13.729,247.003,247.482,247.554,0.2,0,-0.2,-0.1,0
2,Food at home,7.978,241.993,238.43,238.207,-1.6,-0.1,-0.5,-0.3,-0.2
3,Cereals and bakery products,1.078,275.526,273.379,273.418,-0.8,0,-0.4,0.1,-0.2
3,"Meats, poultry, fish, and eggs",1.789,261.639,248.016,246.875,-5.6,-0.5,-0.5,-0.7,-0.6
3,Dairy and related products,0.808,221.443,214.815,214.605,-3.1,-0.1,-0.6,-0.3,-0.4
3,Fruits and vegetables,1.344,287.816,292.733,291.96,1.4,-0.3,-0.7,-0.1,0.3
3,Nonalcoholic beverages and beverage materials,0.95,167.421,165.94,166.648,-0.5,0.4,-0.1,-0.7,0.3
3,Other food at home,2.009,210.251,210.392,210.486,0.1,0,-0.5,0,-0.2
2,Food away from home(1),5.752,255.905,262.529,263.051,2.8,0.2,0.2,0.2,0.2
,,,,,,,,,,
1,Energy,7.296,219.852,200.035,195.94,-10.9,-2,1.2,1.3,-1.6
2,Energy commodities,3.613,246.977,209.953,198.978,-19.4,-5.2,2.4,3.3,-4.4
3,Fuel oil(1),0.094,258.62,215.295,212.482,-17.8,-1.3,6.2,3.3,-1.3
3,Motor fuel,3.437,244.584,207.389,196.053,-19.8,-5.5,2.3,3.3,-4.6
4,Gasoline (all types),3.389,243.736,206.681,195.243,-19.9,-5.5,2.3,3.3,-4.7
2,Energy services(2),3.683,203.674,199.691,201.832,-0.9,1.1,0.2,-0.5,1
3,Electricity(2),2.941,216.406,213.474,214.193,-1,0.3,-0.2,-0.5,0.5
3,Utility (piped) gas service(2),0.742,162.733,155.914,162.129,-0.4,4,1.7,-0.4,3.1
,,,,,,,,,,
1,All items less food and energy,78.975,242.436,247.821,247.768,2.2,0,0.2,0.2,0.1
2,Commodities less food and energy commodities,19.386,145.722,145.574,144.883,-0.6,-0.5,-0.2,-0.2,-0.1
3,Apparel,3.109,122.607,125.472,123.03,0.3,-1.9,0.8,-0.4,0
3,New vehicles,3.683,147.154,147.245,147.119,0,-0.1,-0.1,-0.2,0.2
3,Used cars and trucks,2.117,151.119,146.303,145.457,-3.7,-0.6,-1.3,-1.1,-1
3,Medical care commodities,1.828,355.235,366.033,368.147,3.6,0.6,-0.2,1.1,0.4
3,Alcoholic beverages,0.948,239.092,242.133,242.032,1.2,0,-0.1,0.1,-0.1
3,Tobacco and smoking products,0.652,935.913,962.838,962.63,2.9,0,0.2,0.6,-0.5
2,Services less energy services,59.589,301.665,310.685,311.076,3.1,0.1,0.3,0.3,0.2
3,Shelter,33.183,279.559,288.069,288.78,3.3,0.2,0.4,0.3,0.2
4,Rent of primary residence(2),7.71,286.09,295.902,296.862,3.8,0.3,0.4,0.4,0.3
4,Owners' equivalent rent of residences(2)(3),24.148,286.22,294.702,295.554,3.3,0.3,0.3,0.3,0.3
3,Medical care services,6.6,475.956,493.503,495.492,4.1,0.4,0.5,0.2,0.5
4,Physicians' services(2),1.683,367.45,377.678,380.083,3.4,0.6,1,0.3,0.7
4,Hospital services(2)(4),2.2,288.895,301.277,302.161,4.6,0.3,0.7,0.1,0.4
3,Transportation services,5.936,292.119,302.768,300.823,3,-0.6,0.3,0.3,-0.2
4,Motor vehicle maintenance and repair(1),1.156,271.175,275.563,276.058,1.8,0.2,0.2,0.1,0.2
4,Motor vehicle insurance,2.4,460.041,487.631,489.064,6.3,0.3,0.9,0.2,0.4
4,Airline fare,0.729,297.324,309.679,283.501,-4.6,-8.5,-1.5,1.6,-4.9
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
May
2016",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Jun.
2015","May
2016","Jun.
2016","Jun.
2015-
Jun.
2016","May
2016-
Jun.
2016","Mar.
2016-
Apr.
2016","Apr.
2016-
May
2016","May
2016-
Jun.
2016"
,,,,,,,,,,
0,All items,100,238.638,240.236,241.038,1,0.3,0.4,0.2,0.2
1,Food,13.796,246.68,247.86,247.482,0.3,-0.2,0.2,-0.2,-0.1
2,Food at home,8.035,241.494,239.354,238.43,-1.3,-0.4,0.1,-0.5,-0.3
3,Cereals and bakery products,1.08,274.479,273.074,273.379,-0.4,0.1,0.3,-0.4,0.1
3,"Meats, poultry, fish, and eggs",1.802,261.189,248.989,248.016,-5,-0.4,-0.1,-0.5,-0.7
3,Dairy and related products,0.815,219.696,216.122,214.815,-2.2,-0.6,0.4,-0.6,-0.3
3,Fruits and vegetables,1.363,288.968,295.974,292.733,1.3,-1.1,-0.5,-0.7,-0.1
3,Nonalcoholic beverages and beverage materials,0.96,166.824,167.053,165.94,-0.5,-0.7,0.3,-0.1,-0.7
3,Other food at home,2.015,209.787,210.28,210.392,0.3,0.1,0.5,-0.5,0
2,Food away from home(1),5.761,255.846,262.074,262.529,2.6,0.2,0.2,0.2,0.2
,,,,,,,,,,
1,Energy,7.051,220.861,192.673,200.035,-9.4,3.8,3.4,1.2,1.3
2,Energy commodities,3.477,247.867,201.355,209.953,-15.3,4.3,7.8,2.4,3.3
3,Fuel oil(1),0.091,267.649,208.488,215.295,-19.6,3.3,1.9,6.2,3.3
3,Motor fuel,3.304,245.147,198.667,207.389,-15.4,4.4,8,2.3,3.3
4,Gasoline (all types),3.258,244.226,198.011,206.681,-15.4,4.4,8.1,2.3,3.3
2,Energy services(2),3.574,204.843,193.152,199.691,-2.5,3.4,-0.1,0.2,-0.5
3,Electricity(2),2.834,217.468,205.038,213.474,-1.8,4.1,-0.3,-0.2,-0.5
3,Utility (piped) gas service(2),0.74,164.205,154.994,155.914,-5,0.6,0.6,1.7,-0.4
,,,,,,,,,,
1,All items less food and energy,79.153,242.354,247.554,247.821,2.3,0.1,0.2,0.2,0.2
2,Commodities less food and energy commodities,19.541,146.444,146.251,145.574,-0.6,-0.5,-0.1,-0.2,-0.2
3,Apparel,3.177,124.954,127.758,125.472,0.4,-1.8,-0.3,0.8,-0.4
3,New vehicles,3.705,147.845,147.646,147.245,-0.4,-0.3,-0.3,-0.1,-0.2
3,Used cars and trucks,2.137,150.97,147.223,146.303,-3.1,-0.6,-0.3,-1.3,-1.1
3,Medical care commodities,1.816,354.524,362.439,366.033,3.2,1,0.5,-0.2,1.1
3,Alcoholic beverages,0.953,238.911,242.43,242.133,1.3,-0.1,0.2,-0.1,0.1
3,Tobacco and smoking products,0.648,929.542,953.769,962.838,3.6,1,0.1,0.2,0.6
2,Services less energy services,59.612,301.04,309.771,310.685,3.2,0.3,0.3,0.3,0.3
3,Shelter,33.162,278.461,286.924,288.069,3.5,0.4,0.3,0.4,0.3
4,Rent of primary residence(2),7.713,285.031,295.036,295.902,3.8,0.3,0.3,0.4,0.4
4,Owners' equivalent rent of residences(2)(3),24.151,285.436,293.759,294.702,3.2,0.3,0.3,0.3,0.3
3,Medical care services,6.619,475.546,493.291,493.503,3.8,0,0.3,0.5,0.2
4,Physicians' services(2),1.682,366.541,376.263,377.678,3,0.4,-0.1,1,0.3
4,Hospital services(2)(4),2.21,288.959,301.713,301.277,4.3,-0.1,0.3,0.7,0.1
3,Transportation services,5.949,293.93,302.381,302.768,3,0.1,0.7,0.3,0.3
4,Motor vehicle maintenance and repair(1),1.159,270.981,275.331,275.563,1.7,0.1,0.3,0.2,0.1
4,Motor vehicle insurance,2.405,457.774,487.021,487.631,6.5,0.1,1.2,0.9,0.2
4,Airline fare,0.732,324.953,309.54,309.679,-4.7,0,1.1,-1.5,1.6
,,,,,,,,,,
,Footnotes:,,,,,,,,,
,(1) Not seasonally adjusted.,,,,,,,,,
,(2) This index series was calculated using a Laspeyres estimator.  All other item stratum index series were calculated using a geometric means estimator.,,,,,,,,,
,(3) Indexes on a December 1982=100 base.,,,,,,,,,
,(4) Indexes on a December 1996=100 base.,,,,,,,,,
,"NOTE: Index applies to a month as a whole, not to any specific date.",,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,
,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Sep.
2016",Unadjusted indexes,,,Unadjusted percent change,,Seasonally adjusted percent change,,
,,,"Oct.
2015","Sep.
2016","Oct.
2016","Oct.
2015-
Oct.
2016","Sep.
2016-
Oct.
2016","Jul.
2016-
Aug.
2016","Aug.
2016-
Sep.
2016","Sep.
2016-
Oct.
2016"
,,,,,,,,,,
0,All items,100,237.838,241.428,241.729,1.6,0.1,0.2,0.3,0.4
1,Food,13.731,249.052,247.917,248.073,-0.4,0.1,0,0,0
2,Food at home,7.955,243.779,238.12,238.145,-2.3,0,-0.2,-0.1,-0.2
3,Cereals and bakery products,1.071,275.753,272.089,272.502,-1.2,0.2,0,0.1,0
3,"Meats, poultry, fish, and eggs",1.776,261.568,246.642,244.77,-6.4,-0.8,-0.4,-0.2,-0.7
3,Dairy and related products,0.813,221.874,216.693,218.183,-1.7,0.7,0,0.1,0.3
3,Fruits and vegetables,1.345,297.931,293.423,295.616,-0.8,0.7,0,-0.3,0.2
3,Nonalcoholic beverages and beverage materials,0.952,169.045,166.573,166.793,-1.3,0.1,-0.1,-0.4,-0.4
3,Other food at home,1.997,210.636,209.426,208.985,-0.8,-0.2,-0.2,0.1,-0.1
2,Food away from home(1),5.777,258.363,264.102,264.459,2.4,0.1,0.2,0.2,0.1
,,,,,,,,,,
